a,b,question,answer
18,18,18×18=?,324
18,18,18×18=?,324
19,19,19×19=?,361
12,12,12×12=?,144
18,18,18×18=?,324
11,11,11×11=?,121
10,10,10×10=?,100
20,20,20×20=?,400
17,17,17×17=?,289
19,19,19×19=?,361
13,13,13×13=?,169
15,15,15×15=?,225
14,14,14×14=?,196
19,19,19×19=?,361
19,19,19×19=?,361
10,10,10×10=?,100
16,16,16×16=?,256
14,14,14×14=?,196
17,17,17×17=?,289
12,12,12×12=?,144
13,13,13×13=?,169
12,12,12×12=?,144
11,11,11×11=?,121
12,12,12×12=?,144
12,12,12×12=?,144
18,18,18×18=?,324
14,14,14×14=?,196
11,11,11×11=?,121
20,20,20×20=?,400
20,20,20×20=?,400
14,14,14×14=?,196
16,16,16×16=?,256
11,11,11×11=?,121
18,18,18×18=?,324
10,10,10×10=?,100
19,19,19×19=?,361
13,13,13×13=?,169
20,20,20×20=?,400
18,18,18×18=?,324
19,19,19×19=?,361
20,20,20×20=?,400
14,14,14×14=?,196
18,18,18×18=?,324
11,11,11×11=?,121
10,10,10×10=?,100
17,17,17×17=?,289
15,15,15×15=?,225
20,20,20×20=?,400
16,16,16×16=?,256
19,19,19×19=?,361
12,12,12×12=?,144
16,16,16×16=?,256
20,20,20×20=?,400
20,20,20×20=?,400
11,11,11×11=?,121
16,16,16×16=?,256
11,11,11×11=?,121
20,20,20×20=?,400
20,20,20×20=?,400
17,17,17×17=?,289
15,15,15×15=?,225
19,19,19×19=?,361
11,11,11×11=?,121
17,17,17×17=?,289
20,20,20×20=?,400
14,14,14×14=?,196
13,13,13×13=?,169
19,19,19×19=?,361
19,19,19×19=?,361
13,13,13×13=?,169
10,10,10×10=?,100
18,18,18×18=?,324
20,20,20×20=?,400
18,18,18×18=?,324
19,19,19×19=?,361
16,16,16×16=?,256
15,15,15×15=?,225
14,14,14×14=?,196
11,11,11×11=?,121
18,18,18×18=?,324
10,10,10×10=?,100
12,12,12×12=?,144
13,13,13×13=?,169
15,15,15×15=?,225
17,17,17×17=?,289
20,20,20×20=?,400
15,15,15×15=?,225
11,11,11×11=?,121
20,20,20×20=?,400
13,13,13×13=?,169
11,11,11×11=?,121
11,11,11×11=?,121
12,12,12×12=?,144
16,16,16×16=?,256
15,15,15×15=?,225
15,15,15×15=?,225
13,13,13×13=?,169
16,16,16×16=?,256
11,11,11×11=?,121
17,17,17×17=?,289
15,15,15×15=?,225
11,11,11×11=?,121
17,17,17×17=?,289
11,11,11×11=?,121
19,19,19×19=?,361
14,14,14×14=?,196
18,18,18×18=?,324
11,11,11×11=?,121
12,12,12×12=?,144
10,10,10×10=?,100
11,11,11×11=?,121
14,14,14×14=?,196
20,20,20×20=?,400
19,19,19×19=?,361
20,20,20×20=?,400
14,14,14×14=?,196
13,13,13×13=?,169
11,11,11×11=?,121
19,19,19×19=?,361
17,17,17×17=?,289
20,20,20×20=?,400
16,16,16×16=?,256
11,11,11×11=?,121
19,19,19×19=?,361
15,15,15×15=?,225
13,13,13×13=?,169
17,17,17×17=?,289
15,15,15×15=?,225
